eval_set,best_detector_acc,length_only,tfidf,det_minus_length_pts,beats_length
indist,0.9982070820259972,0.5452593917710197,0.9862254025044724,45.29476902549775,True
hf_pile,0.4411366711772665,0.8030807660283097,0.973563696919234,-36.194409485104316,False
abstract,0.5197368421052632,0.5526315789473685,0.8026315789473685,-3.289473684210531,False
